Snail.ID	size	species	time.emerge	Trial	time	x	y
10	1.7	non	0	dry	80	-1.4	-1.7
10	1.7	non	0	dry	90	-1.6	-2
10	1.7	non	0	dry	100	-1.6	-2.3
10	1.7	non	0	dry	110	-2	-2.5
10	1.7	non	0	dry	120	-2.2	-2.6
10	1.7	non	0	dry	130	-2.1	-3.1
10	1.7	non	0	dry	140	-2	-3.5
10	1.7	non	0	dry	150	-1.8	-3.8
10	1.7	non	0	dry	160	-1.3	-4
10	1.7	non	0	dry	170	-1.1	-4.3
10	1.7	non	0	dry	180	-1	-4.5
10	1.7	non	0	dry	190	-0.4	-5
10	1.7	non	0	dry	200	-0.3	-5.5
10	1.7	non	0	dry	210	-0.1	-5.8
10	1.7	non	0	dry	220	0.2	-6.1
10	1.7	non	0	dry	230	0.3	-6.6
10	1.7	non	0	dry	240	0.3	-6.6
10	1.7	non	0	dry	250	0.4	-6.7
10	1.7	non	0	dry	260	0.5	-6.8
10	1.7	non	0	dry	270	0.5	-7
10	1.7	non	0	dry	280	0.5	-7.2
10	1.7	non	0	dry	290	0.5	-7.5
10	1.7	non	0	dry	300	0.5	-8.1
10	1.7	non	0	wet	0	0	0
10	1.7	non	0	wet	10	-0.2	0.1
10	1.7	non	0	wet	20	-1.1	0.1
10	1.7	non	0	wet	30	-1.8	0.1
10	1.7	non	0	wet	40	-2.6	0
10	1.7	non	0	wet	50	-3.2	0
10	1.7	non	0	wet	60	-3.8	-0.1
10	1.7	non	0	wet	70	-4.1	-0.4
10	1.7	non	0	wet	80	-4.6	-0.6
10	1.7	non	0	wet	90	-4.6	-0.6
10	1.7	non	0	wet	100	-4.6	-0.9
10	1.7	non	0	wet	110	-4.6	-1
10	1.7	non	0	wet	120	-4.8	-1.4
10	1.7	non	0	wet	130	-5.1	-1.6
10	1.7	non	0	wet	140	-5	-1.8
10	1.7	non	0	wet	150	-5	-2.3
10	1.7	non	0	wet	160	-5	-2.7
10	1.7	non	0	wet	170	-5	-2.9
10	1.7	non	0	wet	180	-5.1	-2.9
10	1.7	non	0	wet	190	-5.3	-3.3
10	1.7	non	0	wet	200	-4.9	-3.4
10	1.7	non	0	wet	210	-4.7	-3.5
10	1.7	non	0	wet	220	-4.3	-3.6
10	1.7	non	0	wet	230	-3.9	-3.7
10	1.7	non	0	wet	240	-3.8	-3.7
10	1.7	non	0	wet	250	-3.4	-3.8
10	1.7	non	0	wet	260	-3.4	-4.2
10	1.7	non	0	wet	270	-3.2	-4.3
10	1.7	non	0	wet	280	-3.1	-4.6
10	1.7	non	0	wet	290	-3.1	-5
10	1.7	non	0	wet	300	-3.1	-5.1
5	1.7	native	0	dry	0	0	0
5	1.7	native	0	dry	10	0	0
5	1.7	native	0	dry	20	0	0
5	1.7	native	0	dry	30	0	0
5	1.7	native	0	dry	40	0	0
5	1.7	native	0	dry	50	0	0
5	1.7	native	0	dry	60	0	0
5	1.7	native	0	dry	70	0	0
5	1.7	native	0	dry	80	0	0
5	1.7	native	0	dry	90	0	0
5	1.7	native	0	dry	100	0	0
5	1.7	native	0	dry	110	0	0
5	1.7	native	0	dry	120	0	0
5	1.7	native	0	dry	130	0	0
5	1.7	native	0	dry	140	0	0
5	1.7	native	0	dry	150	0	0
5	1.7	native	0	dry	160	0	0
5	1.7	native	0	dry	170	0	0
5	1.7	native	0	dry	180	0	0
5	1.7	native	0	dry	190	0	0
5	1.7	native	0	dry	200	0	0
5	1.7	native	0	dry	210	0	0
5	1.7	native	0	dry	220	0	0
5	1.7	native	0	dry	230	0	0
5	1.7	native	0	dry	240	0	0
5	1.7	native	0	dry	250	0	0
5	1.7	native	0	dry	260	0	0
5	1.7	native	0	dry	270	0	0
5	1.7	native	0	dry	280	0	0
5	1.7	native	0	dry	290	0	0
5	1.7	native	0	dry	300	0	-0.1
5	1.7	native	0	wet	0	0	0
5	1.7	native	0	wet	10	0	0
5	1.7	native	0	wet	20	0	0
5	1.7	native	0	wet	30	0	0
5	1.7	native	0	wet	40	0	0
5	1.7	native	0	wet	50	0	0
5	1.7	native	0	wet	60	0	0
5	1.7	native	0	wet	70	0	0
5	1.7	native	0	wet	80	0	0
5	1.7	native	0	wet	90	0	0
5	1.7	native	0	wet	100	0	0
5	1.7	native	0	wet	110	0	0
5	1.7	native	0	wet	120	0	0
5	1.7	native	0	wet	130	0	0
5	1.7	native	0	wet	140	0	0
5	1.7	native	0	wet	150	0	0
5	1.7	native	0	wet	160	0	0
5	1.7	native	0	wet	170	0	0
5	1.7	native	0	wet	180	0	0
5	1.7	native	0	wet	190	0	0
5	1.7	native	0	wet	200	0	0
5	1.7	native	0	wet	210	0	0
5	1.7	native	0	wet	220	0	0
5	1.7	native	0	wet	230	0	0
5	1.7	native	0	wet	240	0	0
5	1.7	native	0	wet	250	0	0
5	1.7	native	0	wet	260	0	0
5	1.7	native	0	wet	270	0	0
5	1.7	native	0	wet	280	0	0
5	1.7	native	0	wet	290	0	0
5	1.7	native	0	wet	300	0	0
8	1.6	native	0	dry	0	0	0
8	1.6	native	0	dry	10	0	0
8	1.6	native	0	dry	20	0	0
8	1.6	native	0	dry	30	0	0
8	1.6	native	0	dry	40	0	0
8	1.6	native	0	dry	50	0.2	0
8	1.6	native	0	dry	60	0.4	0.1
8	1.6	native	0	dry	70	0.4	0.2
8	1.6	native	0	dry	80	0.4	0.2
8	1.6	native	0	dry	90	0.4	0.2
8	1.6	native	0	dry	100	0.5	0.1
8	1.6	native	0	dry	110	0.6	0
8	1.6	native	0	dry	120	0.7	-0.4
8	1.6	native	0	dry	130	0.9	-0.5
8	1.6	native	0	dry	140	1	-0.7
8	1.6	native	0	dry	150	0.9	-0.8
8	1.6	native	0	dry	160	0.8	-1
8	1.6	native	0	dry	170	0.9	-1.1
8	1.6	native	0	dry	180	0.9	-1.2
8	1.6	native	0	dry	190	0.7	-1.3
8	1.6	native	0	dry	200	0.7	-1.3
8	1.6	native	0	dry	210	0.7	-1.6
8	1.6	native	0	dry	220	0.6	-1.6
8	1.6	native	0	dry	230	0.6	-1.8
8	1.6	native	0	dry	240	0.6	-1.8
8	1.6	native	0	dry	250	0.6	-1.8
8	1.6	native	0	dry	260	0.5	-1.8
8	1.6	native	0	dry	270	0.6	-1.8
8	1.6	native	0	dry	280	0.6	-1.8
8	1.6	native	0	dry	290	0.6	-1.8
8	1.6	native	0	dry	300	0.6	-1.8
8	1.6	native	0	wet	0	0	0
8	1.6	native	0	wet	10	0	0
8	1.6	native	0	wet	20	0	0
8	1.6	native	0	wet	30	0	0
8	1.6	native	0	wet	40	0	0
8	1.6	native	0	wet	50	0	0
8	1.6	native	0	wet	60	0	0
8	1.6	native	0	wet	70	0	0
8	1.6	native	0	wet	80	0	0
8	1.6	native	0	wet	90	0	0
8	1.6	native	0	wet	100	-0.1	0
8	1.6	native	0	wet	110	-0.1	0
8	1.6	native	0	wet	120	-0.1	0
8	1.6	native	0	wet	130	-0.1	0.1
8	1.6	native	0	wet	140	-0.1	0.1
8	1.6	native	0	wet	150	-0.1	0.1
8	1.6	native	0	wet	160	-0.1	0.1
8	1.6	native	0	wet	170	-0.1	0.1
8	1.6	native	0	wet	180	-0.1	0.1
8	1.6	native	0	wet	190	-0.1	0.1
8	1.6	native	0	wet	200	-0.1	0.1
8	1.6	native	0	wet	210	-0.1	0.1
8	1.6	native	0	wet	220	-0.2	0.1
8	1.6	native	0	wet	230	-0.2	0.1
8	1.6	native	0	wet	240	-0.3	0.1
8	1.6	native	0	wet	250	-0.3	0.1
8	1.6	native	0	wet	260	-0.3	0.1
8	1.6	native	0	wet	270	-0.3	0.1
8	1.6	native	0	wet	280	-0.3	0.1
8	1.6	native	0	wet	290	-0.3	0.1
8	1.6	native	0	wet	300	-0.3	0.1
2	2.1	non	0	dry	0	0	0
2	2.1	non	0	dry	10	0	0
2	2.1	non	0	dry	20	0	0
2	2.1	non	0	dry	30	0	0
2	2.1	non	0	dry	40	0	0
2	2.1	non	0	dry	50	0.1	0
2	2.1	non	0	dry	60	0.1	-0.1
2	2.1	non	0	dry	70	0.2	-0.2
2	2.1	non	0	dry	80	0.5	-0.9
2	2.1	non	0	dry	90	1	-1.1
2	2.1	non	0	dry	100	1.1	-1.1
2	2.1	non	0	dry	110	1.1	-1.3
2	2.1	non	0	dry	120	1.2	-1.3
2	2.1	non	0	dry	130	1.2	-1.5
2	2.1	non	0	dry	140	0.9	-2.2
2	2.1	non	0	dry	150	0.1	-2.7
2	2.1	non	0	dry	160	0.1	-3.4
2	2.1	non	0	dry	170	0.2	-4
2	2.1	non	0	dry	180	0.2	-4.6
2	2.1	non	0	dry	190	0.1	-5.1
2	2.1	non	0	dry	200	-0.1	-5.6
2	2.1	non	0	dry	210	-0.1	-6.1
2	2.1	non	0	dry	220	-0.2	-6.5
2	2.1	non	0	dry	230	-0.1	-7.3
2	2.1	non	0	dry	240	-0.3	-7.7
2	2.1	non	0	dry	250	-0.2	-8.4
2	2.1	non	0	dry	260	-0.1	-8.7
2	2.1	non	0	dry	270	-0.3	-9.2
2	2.1	non	0	dry	280	-0.2	-9.7
2	2.1	non	0	dry	290	-0.3	-10.4
2	2.1	non	0	dry	300	-0.1	-11.2
2	2.1	non	0	wet	0	0	0
2	2.1	non	0	wet	10	0	0
2	2.1	non	0	wet	20	0	0
2	2.1	non	0	wet	30	0	0
2	2.1	non	0	wet	40	0.1	0
2	2.1	non	0	wet	50	0.1	0.1
2	2.1	non	0	wet	60	0.3	0.1
2	2.1	non	0	wet	70	0.3	0
2	2.1	non	0	wet	80	0.3	0
2	2.1	non	0	wet	90	0.2	0
2	2.1	non	0	wet	100	-0.6	-0.3
2	2.1	non	0	wet	110	-0.9	-0.5
2	2.1	non	0	wet	120	-0.9	-0.9
2	2.1	non	0	wet	130	-1.5	-1
2	2.1	non	0	wet	140	-1.6	-1.4
2	2.1	non	0	wet	150	-1.4	-1.6
2	2.1	non	0	wet	160	-1.8	-1.8
2	2.1	non	0	wet	170	-1.9	-1.8
2	2.1	non	0	wet	180	-1.8	-2.3
2	2.1	non	0	wet	190	-1.8	-2.8
2	2.1	non	0	wet	200	-1.1	-3.1
2	2.1	non	0	wet	210	-0.3	-3.5
2	2.1	non	0	wet	220	0	-3.7
2	2.1	non	0	wet	230	0.2	-3.9
2	2.1	non	0	wet	240	0.2	-4.3
2	2.1	non	0	wet	250	0.2	-4.3
2	2.1	non	0	wet	260	0.2	-4.3
2	2.1	non	0	wet	270	0.7	-4.3
2	2.1	non	0	wet	280	1.2	-4.3
2	2.1	non	0	wet	290	1.9	-4.1
2	2.1	non	0	wet	300	1.9	-3.6
